b3356	gi|556503834|ref|NC_000913.3|	-	405	1	3485414	3485818
b2922	gi|556503834|ref|NC_000913.3|	-	741	1	3067340	3068080
b2519	gi|556503834|ref|NC_000913.3|	-	2313	1	2645013	2647325
b2518	gi|556503834|ref|NC_000913.3|	-	432	1	2644433	2644864
b3352	gi|556503834|ref|NC_000913.3|	+	1914	1	3481289	3483202
b3353	gi|556503834|ref|NC_000913.3|	+	1023	1	3483202	3484224
b1500	gi|556503834|ref|NC_000913.3|	-	198	1	1583762	1583959
b2923	gi|556503834|ref|NC_000913.3|	-	636	1	3068173	3068808
b2513	gi|556503834|ref|NC_000913.3|	-	621	1	2638663	2639283
b2512	gi|556503834|ref|NC_000913.3|	-	1179	1	2637474	2638652
b2511	gi|556503834|ref|NC_000913.3|	-	1473	1	2635884	2637356
b2510	gi|556503834|ref|NC_000913.3|	-	216	1	2635599	2635814
b2517	gi|556503834|ref|NC_000913.3|	-	1155	1	2643129	2644283
b2516	gi|556503834|ref|NC_000913.3|	-	1014	1	2641831	2642844
b2515	gi|556503834|ref|NC_000913.3|	-	1119	1	2640686	2641804
b2514	gi|556503834|ref|NC_000913.3|	-	1275	1	2639301	2640575
b3355	gi|556503834|ref|NC_000913.3|	+	870	1	3484490	3485359
b3258	gi|556503834|ref|NC_000913.3|	+	1452	1	3407607	3409058
b3120	gi|556503834|ref|NC_000913.3|	+	540	1	3267854	3268393
b3825	gi|556503834|ref|NC_000913.3|	+	1023	1	4009170	4010192
b3357	gi|556503834|ref|NC_000913.3|	+	633	1	3486120	3486752
b2924	gi|556503834|ref|NC_000913.3|	-	861	1	3068947	3069807
b2199	gi|556503834|ref|NC_000913.3|	-	738	1	2295583	2296320
b2198	gi|556503834|ref|NC_000913.3|	-	210	1	2295377	2295586
b2197	gi|556503834|ref|NC_000913.3|	-	480	1	2294901	2295380
b2196	gi|556503834|ref|NC_000913.3|	-	1944	1	2292961	2294904
b2195	gi|556503834|ref|NC_000913.3|	-	558	1	2292407	2292964
b2194	gi|556503834|ref|NC_000913.3|	-	1053	1	2291358	2292410
b2193	gi|556503834|ref|NC_000913.3|	+	648	1	2290500	2291147
b2192	gi|556503834|ref|NC_000913.3|	-	1017	1	2289065	2290081
b4016	gi|556503834|ref|NC_000913.3|	+	1737	1	4218596	4220332
b3734	gi|556503834|ref|NC_000913.3|	-	1542	1	3918316	3919857
b2698	gi|556503834|ref|NC_000913.3|	-	501	1	2822139	2822639
b3736	gi|556503834|ref|NC_000913.3|	-	471	1	3920418	3920888
b3737	gi|556503834|ref|NC_000913.3|	-	240	1	3920950	3921189
b2359	gi|556503834|ref|NC_000913.3|	+	363	1	2473604	2473966
b3731	gi|556503834|ref|NC_000913.3|	-	420	1	3915553	3915972
b2609	gi|556503834|ref|NC_000913.3|	-	249	1	2745937	2746185
b2608	gi|556503834|ref|NC_000913.3|	-	549	1	2745370	2745918
b2607	gi|556503834|ref|NC_000913.3|	-	768	1	2744572	2745339
b2354	gi|556503834|ref|NC_000913.3|	-	441	1	2471077	2471517
b2357	gi|556503834|ref|NC_000913.3|	-	495	1	2472387	2472881
b2604	gi|556503834|ref|NC_000913.3|	+	1227	1	2742383	2743609
b2351	gi|556503834|ref|NC_000913.3|	+	921	1	2468214	2469134
b2350	gi|556503834|ref|NC_000913.3|	+	363	1	2467855	2468217
b2601	gi|556503834|ref|NC_000913.3|	-	1071	1	2740080	2741150
b2352	gi|556503834|ref|NC_000913.3|	+	1332	1	2469131	2470462
b2175	gi|556503834|ref|NC_000913.3|	+	567	1	2269979	2270545
b2174	gi|556503834|ref|NC_000913.3|	+	714	1	2268854	2269567
b2177	gi|556503834|ref|NC_000913.3|	+	1815	1	2272364	2274178
b2176	gi|556503834|ref|NC_000913.3|	+	1557	1	2270726	2272282
b2171	gi|556503834|ref|NC_000913.3|	+	573	1	2265450	2266022
b2170	gi|556503834|ref|NC_000913.3|	+	1182	1	2263863	2265044
b2173	gi|556503834|ref|NC_000913.3|	+	987	1	2267829	2268815
b2172	gi|556503834|ref|NC_000913.3|	+	1467	1	2266245	2267711
b3987	gi|556503834|ref|NC_000913.3|	+	4029	1	4181245	4185273
b2179	gi|556503834|ref|NC_000913.3|	+	1026	1	2275273	2276298
b2178	gi|556503834|ref|NC_000913.3|	+	1095	1	2274179	2275273
b3454	gi|556503834|ref|NC_000913.3|	-	714	1	3592724	3593437
b2997	gi|556503834|ref|NC_000913.3|	-	1119	1	3145143	3146261
b2996	gi|556503834|ref|NC_000913.3|	-	987	1	3144154	3145140
b2995	gi|556503834|ref|NC_000913.3|	-	1179	1	3142986	3144164
b2994	gi|556503834|ref|NC_000913.3|	-	1704	1	3141286	3142989
b2993	gi|556503834|ref|NC_000913.3|	-	495	1	3140792	3141286
b2992	gi|556503834|ref|NC_000913.3|	-	489	1	3140311	3140799
b2991	gi|556503834|ref|NC_000913.3|	-	342	1	3139977	3140318
b2990	gi|556503834|ref|NC_000913.3|	-	249	1	3139716	3139964
b1897	gi|556503834|ref|NC_000913.3|	-	801	1	1981587	1982387
b1896	gi|556503834|ref|NC_000913.3|	-	1425	1	1980188	1981612
b1895	gi|556503834|ref|NC_000913.3|	+	429	1	1979753	1980181
b1894	gi|556503834|ref|NC_000913.3|	-	276	1	1978940	1979215
b1893	gi|556503834|ref|NC_000913.3|	-	504	1	1978518	1979021
b1892	gi|556503834|ref|NC_000913.3|	-	351	1	1977847	1978197
b1891	gi|556503834|ref|NC_000913.3|	-	579	1	1977266	1977844
b1890	gi|556503834|ref|NC_000913.3|	-	888	1	1976252	1977139
b3404	gi|556503834|ref|NC_000913.3|	-	1353	1	3534516	3535868
b3858	gi|556503834|ref|NC_000913.3|	+	270	1	4042069	4042338
b3408	gi|556503834|ref|NC_000913.3|	+	228	1	3540163	3540390
b4013	gi|556503834|ref|NC_000913.3|	+	930	1	4214280	4215209
b1097	gi|556503834|ref|NC_000913.3|	+	1023	1	1154112	1155134
b1096	gi|556503834|ref|NC_000913.3|	+	810	1	1153300	1154109
b1095	gi|556503834|ref|NC_000913.3|	+	1242	1	1151939	1153180
b1094	gi|556503834|ref|NC_000913.3|	+	237	1	1151615	1151851
b1093	gi|556503834|ref|NC_000913.3|	+	735	1	1150670	1151404
b1092	gi|556503834|ref|NC_000913.3|	+	930	1	1149728	1150657
b1091	gi|556503834|ref|NC_000913.3|	+	954	1	1148759	1149712
b1090	gi|556503834|ref|NC_000913.3|	+	1071	1	1147621	1148691
b1099	gi|556503834|ref|NC_000913.3|	+	1005	1	1155762	1156766
b1098	gi|556503834|ref|NC_000913.3|	+	642	1	1155124	1155765
b3409	gi|556503834|ref|NC_000913.3|	+	2322	1	3540407	3542728
b3207	gi|556503834|ref|NC_000913.3|	+	633	1	3348452	3349084
b2876	gi|556503834|ref|NC_000913.3|	-	771	1	3014287	3015057
b1918	gi|556503834|ref|NC_000913.3|	-	669	1	1997811	1998479
b2777	gi|556503834|ref|NC_000913.3|	-	672	1	2904747	2905418
b2776	gi|556503834|ref|NC_000913.3|	+	1479	1	2901896	2903374
b2775	gi|556503834|ref|NC_000913.3|	+	1278	1	2900592	2901869
b1919	gi|556503834|ref|NC_000913.3|	-	987	1	1998494	1999480
b2771	gi|556503834|ref|NC_000913.3|	-	1338	1	2896533	2897870
b2770	gi|556503834|ref|NC_000913.3|	-	780	1	2895776	2896555
b3350	gi|556503834|ref|NC_000913.3|	-	1806	1	3478802	3480607
b2779	gi|556503834|ref|NC_000913.3|	-	1299	1	2906643	2907941
b2778	gi|556503834|ref|NC_000913.3|	+	873	1	2905711	2906583
b1273	gi|556503834|ref|NC_000913.3|	-	252	1	1330417	1330668
b1272	gi|556503834|ref|NC_000913.3|	+	1050	1	1329332	1330381
b1271	gi|556503834|ref|NC_000913.3|	-	759	1	1328354	1329112
b1270	gi|556503834|ref|NC_000913.3|	-	591	1	1327767	1328357
b1277	gi|556503834|ref|NC_000913.3|	-	591	1	1338570	1339160
b1276	gi|556503834|ref|NC_000913.3|	+	2676	1	1335831	1338506
b1275	gi|556503834|ref|NC_000913.3|	+	975	1	1333855	1334829
b1274	gi|556503834|ref|NC_000913.3|	+	2598	1	1331048	1333645
b1279	gi|556503834|ref|NC_000913.3|	+	309	1	1340243	1340551
b1278	gi|556503834|ref|NC_000913.3|	+	765	1	1339330	1340094
b4359	gi|556503834|ref|NC_000913.3|	-	2292	1	4597150	4599441
b3458	gi|556503834|ref|NC_000913.3|	-	1110	1	3596451	3597560
b3351	gi|556503834|ref|NC_000913.3|	-	555	1	3480607	3481161
b4352	gi|556503834|ref|NC_000913.3|	-	957	1	4587909	4588865
b4351	gi|556503834|ref|NC_000913.3|	+	915	1	4586949	4587863
b4350	gi|556503834|ref|NC_000913.3|	-	3513	1	4583249	4586761
b4357	gi|556503834|ref|NC_000913.3|	-	915	1	4594937	4595851
b1859	gi|556503834|ref|NC_000913.3|	+	786	1	1943414	1944199
b4355	gi|556503834|ref|NC_000913.3|	+	1656	1	4591657	4593312
b4354	gi|556503834|ref|NC_000913.3|	-	2151	1	4589129	4591279
b1858	gi|556503834|ref|NC_000913.3|	+	756	1	1942662	1943417
b1916	gi|556503834|ref|NC_000913.3|	-	723	1	1996110	1996832
b1917	gi|556503834|ref|NC_000913.3|	-	753	1	1997062	1997814
b0708	gi|556503834|ref|NC_000913.3|	+	1419	1	739507	740925
b0709	gi|556503834|ref|NC_000913.3|	-	1482	1	741075	742556
b1653	gi|556503834|ref|NC_000913.3|	+	4617	1	1729087	1733703
b1652	gi|556503834|ref|NC_000913.3|	+	648	1	1728347	1728994
b1655	gi|556503834|ref|NC_000913.3|	+	816	1	1734435	1735250
b1654	gi|556503834|ref|NC_000913.3|	-	348	1	1733754	1734101
b0878	gi|556503834|ref|NC_000913.3|	+	1116	1	919235	920350
b0879	gi|556503834|ref|NC_000913.3|	+	1947	1	920347	922293
b0700	gi|556503834|ref|NC_000913.3|	+	4194	1	729583	733776
b0877	gi|556503834|ref|NC_000913.3|	-	993	1	918128	919120
b0702	gi|556503834|ref|NC_000913.3|	+	327	1	733776	734102
b0875	gi|556503834|ref|NC_000913.3|	-	696	1	915352	916047
b0704	gi|556503834|ref|NC_000913.3|	+	570	1	735650	736219
b0873	gi|556503834|ref|NC_000913.3|	-	1653	1	912162	913814
b0706	gi|556503834|ref|NC_000913.3|	+	762	1	738092	738853
b0707	gi|556503834|ref|NC_000913.3|	+	510	1	739001	739510
b4137	gi|556503834|ref|NC_000913.3|	-	339	1	4365018	4365356
b1457	gi|556503834|ref|NC_000913.3|	+	483	1	1529922	1530404
b4135	gi|556503834|ref|NC_000913.3|	-	576	1	4362733	4363308
b3327	gi|556503834|ref|NC_000913.3|	+	1197	1	3459817	3461013
b4133	gi|556503834|ref|NC_000913.3|	-	1539	1	4360396	4361934
b4132	gi|556503834|ref|NC_000913.3|	-	1335	1	4358697	4360031
b4131	gi|556503834|ref|NC_000913.3|	-	2148	1	4356470	4358617
b4130	gi|556503834|ref|NC_000913.3|	-	1458	1	4354954	4356411
b2218	gi|556503834|ref|NC_000913.3|	-	2850	1	2317027	2319876
b4389	gi|556503834|ref|NC_000913.3|	+	1383	1	4625912	4627294
b1455	gi|556503834|ref|NC_000913.3|	+	213	1	1526940	1527152
b4139	gi|556503834|ref|NC_000913.3|	-	1437	1	4366891	4368327
b4138	gi|556503834|ref|NC_000913.3|	-	1302	1	4365472	4366773
b1479	gi|556503834|ref|NC_000913.3|	-	1698	1	1553972	1555669
b1478	gi|556503834|ref|NC_000913.3|	-	1011	1	1552828	1553838
b2930	gi|556503834|ref|NC_000913.3|	-	966	1	3075217	3076182
b1454	gi|556503834|ref|NC_000913.3|	+	618	1	1526247	1526864
b1453	gi|556503834|ref|NC_000913.3|	-	1500	1	1524481	1525980
b1473	gi|556503834|ref|NC_000913.3|	-	882	1	1546288	1547169
b1475	gi|556503834|ref|NC_000913.3|	+	885	1	1550461	1551345
b1474	gi|556503834|ref|NC_000913.3|	+	3048	1	1547401	1550448
b1477	gi|556503834|ref|NC_000913.3|	-	285	1	1552398	1552682
b1452	gi|556503834|ref|NC_000913.3|	+	1062	1	1523307	1524368
b1323	gi|556503834|ref|NC_000913.3|	+	1542	1	1386720	1388261
b3735	gi|556503834|ref|NC_000913.3|	-	534	1	3919870	3920403
b0109	gi|556503834|ref|NC_000913.3|	-	894	1	117752	118645
b0674	gi|556503834|ref|NC_000913.3|	-	1665	1	697513	699177
b0675	gi|556503834|ref|NC_000913.3|	-	753	1	699574	700326
b0676	gi|556503834|ref|NC_000913.3|	-	1221	1	700374	701594
b0677	gi|556503834|ref|NC_000913.3|	-	1149	1	701603	702751
b3730	gi|556503834|ref|NC_000913.3|	-	1371	1	3913830	3915200
b0678	gi|556503834|ref|NC_000913.3|	-	801	1	702811	703611
b0679	gi|556503834|ref|NC_000913.3|	+	1947	1	703944	705890
b2948	gi|556503834|ref|NC_000913.3|	+	564	1	3092937	3093500
b0298	gi|556503834|ref|NC_000913.3|	+	300	1	315291	315590
b0299	gi|556503834|ref|NC_000913.3|	+	867	1	315587	316453
b0296	gi|556503834|ref|NC_000913.3|	-	264	1	312514	312777
b0102	gi|556503834|ref|NC_000913.3|	-	744	1	111856	112599
b0294	gi|556503834|ref|NC_000913.3|	-	591	1	310746	311336
b0295	gi|556503834|ref|NC_000913.3|	+	228	1	312112	312339
b0292	gi|556503834|ref|NC_000913.3|	-	669	1	309358	310026
b0293	gi|556503834|ref|NC_000913.3|	-	588	1	310084	310671
b0290	gi|556503834|ref|NC_000913.3|	-	1644	1	305174	306817
b0291	gi|556503834|ref|NC_000913.3|	-	2526	1	306807	309332
b4003	gi|556503834|ref|NC_000913.3|	+	1398	1	4201926	4203323
b1504	gi|556503834|ref|NC_000913.3|	-	531	1	1588309	1588839
b1507	gi|556503834|ref|NC_000913.3|	-	1323	1	1590854	1592176
b4000	gi|556503834|ref|NC_000913.3|	+	273	1	4200281	4200553
b0058	gi|556503834|ref|NC_000913.3|	-	660	1	59687	60346
b0059	gi|556503834|ref|NC_000913.3|	-	2907	1	60358	63264
b1503	gi|556503834|ref|NC_000913.3|	-	504	1	1587793	1588296
b1502	gi|556503834|ref|NC_000913.3|	-	915	1	1586820	1587734
b0054	gi|556503834|ref|NC_000913.3|	-	2355	1	54755	57109
b0055	gi|556503834|ref|NC_000913.3|	+	816	1	57364	58179
b4480	gi|556503834|ref|NC_000913.3|	-	840	1	3947128	3947967
b0050	gi|556503834|ref|NC_000913.3|	-	378	1	51229	51606
b0051	gi|556503834|ref|NC_000913.3|	-	822	1	51609	52430
b0052	gi|556503834|ref|NC_000913.3|	-	990	1	52427	53416
b0053	gi|556503834|ref|NC_000913.3|	-	1287	1	53416	54702
b3831	gi|556503834|ref|NC_000913.3|	+	762	1	4016431	4017192
b2603	gi|556503834|ref|NC_000913.3|	+	519	1	2741875	2742393
b2602	gi|556503834|ref|NC_000913.3|	+	366	1	2741360	2741725
b0906	gi|556503834|ref|NC_000913.3|	+	693	1	956762	957454
b0907	gi|556503834|ref|NC_000913.3|	+	1089	1	957653	958741
b0904	gi|556503834|ref|NC_000913.3|	-	858	1	953609	954466
b0905	gi|556503834|ref|NC_000913.3|	-	1761	1	954872	956632
b0902	gi|556503834|ref|NC_000913.3|	-	741	1	950340	951080
b0903	gi|556503834|ref|NC_000913.3|	-	2283	1	951272	953554
b0456	gi|556503834|ref|NC_000913.3|	+	354	1	476672	477025
b0457	gi|556503834|ref|NC_000913.3|	-	1551	1	477067	478617
b0458	gi|556503834|ref|NC_000913.3|	-	471	1	478781	479251
b0459	gi|556503834|ref|NC_000913.3|	-	552	1	479367	479918
b2600	gi|556503834|ref|NC_000913.3|	-	1122	1	2738948	2740069
b0908	gi|556503834|ref|NC_000913.3|	+	1284	1	958812	960095
b0909	gi|556503834|ref|NC_000913.3|	+	765	1	960264	961028
b4002	gi|556503834|ref|NC_000913.3|	-	426	1	4201263	4201688
b3457	gi|556503834|ref|NC_000913.3|	-	927	1	3595477	3596403
b4245	gi|556503834|ref|NC_000913.3|	-	936	1	4471460	4472395
b4241	gi|556503834|ref|NC_000913.3|	-	948	1	4466299	4467246
b3358	gi|556503834|ref|NC_000913.3|	+	2103	1	3486791	3488893
b4226	gi|556503834|ref|NC_000913.3|	-	531	1	4449122	4449652
b4240	gi|556503834|ref|NC_000913.3|	-	1422	1	4464759	4466180
b1336	gi|556503834|ref|NC_000913.3|	-	1527	1	1400247	1401773
b3359	gi|556503834|ref|NC_000913.3|	-	1221	1	3488960	3490180
b4366	gi|556503834|ref|NC_000913.3|	+	678	1	4604160	4604837
b2949	gi|556503834|ref|NC_000913.3|	+	417	1	3093500	3093916
b1337	gi|556503834|ref|NC_000913.3|	-	1446	1	1401810	1403255
b3039	gi|556503834|ref|NC_000913.3|	-	789	1	3181619	3182407
b3038	gi|556503834|ref|NC_000913.3|	+	1161	1	3180421	3181581
b3037	gi|556503834|ref|NC_000913.3|	+	672	1	3179744	3180415
b3035	gi|556503834|ref|NC_000913.3|	+	1482	1	3178115	3179596
b3034	gi|556503834|ref|NC_000913.3|	-	630	1	3177281	3177910
b3033	gi|556503834|ref|NC_000913.3|	-	423	1	3176858	3177280
b3032	gi|556503834|ref|NC_000913.3|	-	828	1	3176006	3176833
b3031	gi|556503834|ref|NC_000913.3|	-	582	1	3175425	3176006
b3030	gi|556503834|ref|NC_000913.3|	-	1893	1	3173504	3175396
b3918	gi|556503834|ref|NC_000913.3|	+	756	1	4109930	4110685
b4227	gi|556503834|ref|NC_000913.3|	+	957	1	4449962	4450918
b3919	gi|556503834|ref|NC_000913.3|	-	768	1	4110740	4111507
b3587	gi|556503834|ref|NC_000913.3|	-	324	1	3754105	3754428
b3586	gi|556503834|ref|NC_000913.3|	-	1137	1	3752963	3754099
b2938	gi|556503834|ref|NC_000913.3|	-	1977	1	3083935	3085911
b3584	gi|556503834|ref|NC_000913.3|	-	741	1	3751128	3751868
b3583	gi|556503834|ref|NC_000913.3|	+	696	1	3750086	3750781
b3582	gi|556503834|ref|NC_000913.3|	+	861	1	3749232	3750092
b3581	gi|556503834|ref|NC_000913.3|	+	663	1	3748577	3749239
b3580	gi|556503834|ref|NC_000913.3|	+	1497	1	3747084	3748580
b2035	gi|556503834|ref|NC_000913.3|	-	1167	1	2106060	2107226
b3589	gi|556503834|ref|NC_000913.3|	-	1152	1	3756676	3757827
b3588	gi|556503834|ref|NC_000913.3|	-	1539	1	3754973	3756511
b3412	gi|556503834|ref|NC_000913.3|	-	771	1	3544074	3544844
b3915	gi|556503834|ref|NC_000913.3|	+	903	1	4106469	4107371
b3916	gi|556503834|ref|NC_000913.3|	+	963	1	4107552	4108514
b3917	gi|556503834|ref|NC_000913.3|	+	990	1	4108834	4109823
b4005	gi|556503834|ref|NC_000913.3|	-	1290	1	4204642	4205931
b2852	gi|556503834|ref|NC_000913.3|	+	1377	1	2992094	2993470
b2853	gi|556503834|ref|NC_000913.3|	+	219	1	2993638	2993856
b3543	gi|556503834|ref|NC_000913.3|	-	1020	1	3704771	3705790
b3912	gi|556503834|ref|NC_000913.3|	-	699	1	4104972	4105670
b3542	gi|556503834|ref|NC_000913.3|	-	903	1	3703859	3704761
b3103	gi|556503834|ref|NC_000913.3|	+	366	1	3252304	3252669
b3102	gi|556503834|ref|NC_000913.3|	+	987	1	3251024	3252010
b3101	gi|556503834|ref|NC_000913.3|	+	393	1	3250562	3250954
b2851	gi|556503834|ref|NC_000913.3|	+	492	1	2991268	2991759
b3107	gi|556503834|ref|NC_000913.3|	+	165	1	3255043	3255207
b3106	gi|556503834|ref|NC_000913.3|	+	702	1	3254319	3255020
b3105	gi|556503834|ref|NC_000913.3|	-	897	1	3253318	3254214
b3104	gi|556503834|ref|NC_000913.3|	+	357	1	3252911	3253267
b3363	gi|556503834|ref|NC_000913.3|	-	573	1	3491725	3492297
b3362	gi|556503834|ref|NC_000913.3|	-	168	1	3491453	3491620
b3361	gi|556503834|ref|NC_000913.3|	-	603	1	3490861	3491463
b3360	gi|556503834|ref|NC_000913.3|	-	564	1	3490266	3490829
b3367	gi|556503834|ref|NC_000913.3|	+	807	1	3497003	3497809
b3366	gi|556503834|ref|NC_000913.3|	+	327	1	3496551	3496877
b3365	gi|556503834|ref|NC_000913.3|	+	2544	1	3494011	3496554
b3364	gi|556503834|ref|NC_000913.3|	+	1182	1	3492568	3493749
b3547	gi|556503834|ref|NC_000913.3|	-	1209	1	3710799	3712007
b3369	gi|556503834|ref|NC_000913.3|	+	168	1	3499448	3499615
b3368	gi|556503834|ref|NC_000913.3|	+	1374	1	3497828	3499201
b3418	gi|556503834|ref|NC_000913.3|	+	2706	1	3553085	3555790
b3546	gi|556503834|ref|NC_000913.3|	-	1692	1	3708784	3710475
b2499	gi|556503834|ref|NC_000913.3|	+	1038	1	2621197	2622234
b3691	gi|556503834|ref|NC_000913.3|	-	1293	1	3870438	3871730
b3690	gi|556503834|ref|NC_000913.3|	+	1065	1	3869377	3870441
b3697	gi|556503834|ref|NC_000913.3|	-	813	1	3876140	3876952
b3696	gi|556503834|ref|NC_000913.3|	+	657	1	3875438	3876094
b3699	gi|556503834|ref|NC_000913.3|	-	2415	1	3877705	3880119
b3544	gi|556503834|ref|NC_000913.3|	-	1608	1	3706098	3707705
b4222	gi|556503834|ref|NC_000913.3|	+	342	1	4447894	4448235
b2188	gi|556503834|ref|NC_000913.3|	+	1761	1	2284376	2286136
b2180	gi|556503834|ref|NC_000913.3|	+	1590	1	2276300	2277889
b2181	gi|556503834|ref|NC_000913.3|	-	345	1	2277893	2278237
b2182	gi|556503834|ref|NC_000913.3|	-	1191	1	2278570	2279760
b2183	gi|556503834|ref|NC_000913.3|	-	696	1	2279788	2280483
b2184	gi|556503834|ref|NC_000913.3|	+	1761	1	2280632	2282392
b2185	gi|556503834|ref|NC_000913.3|	+	285	1	2282517	2282801
b2186	gi|556503834|ref|NC_000913.3|	-	1008	1	2282940	2283947
b2187	gi|556503834|ref|NC_000913.3|	+	228	1	2284129	2284356
b2618	gi|556503834|ref|NC_000913.3|	-	291	1	2754008	2754298
b2619	gi|556503834|ref|NC_000913.3|	-	477	1	2754288	2754764
b3215	gi|556503834|ref|NC_000913.3|	+	675	1	3362112	3362786
b3214	gi|556503834|ref|NC_000913.3|	+	765	1	3361176	3361940
b3213	gi|556503834|ref|NC_000913.3|	+	1419	1	3359198	3360616
b3212	gi|556503834|ref|NC_000913.3|	+	4461	1	3354725	3359185
b3211	gi|556503834|ref|NC_000913.3|	-	930	1	3353121	3354050
b2349	gi|556503834|ref|NC_000913.3|	+	1158	1	2466545	2467702
b2346	gi|556503834|ref|NC_000913.3|	-	756	1	2464252	2465007
b2347	gi|556503834|ref|NC_000913.3|	+	933	1	2465301	2466233
b2344	gi|556503834|ref|NC_000913.3|	+	1341	1	2461306	2462646
b2345	gi|556503834|ref|NC_000913.3|	+	1059	1	2463012	2464070
b2342	gi|556503834|ref|NC_000913.3|	-	1311	1	2459159	2460469
b2343	gi|556503834|ref|NC_000913.3|	-	285	1	2460650	2460934
b2340	gi|556503834|ref|NC_000913.3|	-	486	1	2456327	2456812
b2341	gi|556503834|ref|NC_000913.3|	-	2145	1	2457015	2459159
b2166	gi|556503834|ref|NC_000913.3|	-	942	1	2258355	2259296
b2167	gi|556503834|ref|NC_000913.3|	-	1692	1	2259719	2261410
b2164	gi|556503834|ref|NC_000913.3|	-	1251	1	2256085	2257335
b2165	gi|556503834|ref|NC_000913.3|	-	939	1	2257429	2258367
b2162	gi|556503834|ref|NC_000913.3|	-	942	1	2254245	2255186
b2163	gi|556503834|ref|NC_000913.3|	+	660	1	2255355	2256014
b2160	gi|556503834|ref|NC_000913.3|	+	1089	1	2251700	2252788
b2161	gi|556503834|ref|NC_000913.3|	-	1251	1	2252895	2254145
b3657	gi|556503834|ref|NC_000913.3|	-	1383	1	3834547	3835929
b2168	gi|556503834|ref|NC_000913.3|	-	939	1	2261427	2262365
b2169	gi|556503834|ref|NC_000913.3|	-	1131	1	2262365	2263495
b1888	gi|556503834|ref|NC_000913.3|	-	1965	1	1973360	1975324
b1889	gi|556503834|ref|NC_000913.3|	-	927	1	1975329	1976255
b2982	gi|556503834|ref|NC_000913.3|	+	1017	1	3130178	3131194
b2983	gi|556503834|ref|NC_000913.3|	-	1068	1	3131341	3132408
b2984	gi|556503834|ref|NC_000913.3|	-	759	1	3132454	3133212
b2985	gi|556503834|ref|NC_000913.3|	-	714	1	3133244	3133957
b2986	gi|556503834|ref|NC_000913.3|	+	693	1	3134131	3134823
b2987	gi|556503834|ref|NC_000913.3|	-	1500	1	3134872	3136371
b1880	gi|556503834|ref|NC_000913.3|	-	1149	1	1965043	1966191
b1881	gi|556503834|ref|NC_000913.3|	-	645	1	1966393	1967037
b1882	gi|556503834|ref|NC_000913.3|	-	390	1	1967048	1967437
b1883	gi|556503834|ref|NC_000913.3|	-	1050	1	1967452	1968501
b1884	gi|556503834|ref|NC_000913.3|	-	861	1	1968504	1969364
b1885	gi|556503834|ref|NC_000913.3|	-	1602	1	1969383	1970984
b1886	gi|556503834|ref|NC_000913.3|	-	1662	1	1971030	1972691
b1887	gi|556503834|ref|NC_000913.3|	-	504	1	1972836	1973339
b2452	gi|556503834|ref|NC_000913.3|	-	1227	1	2566881	2568107
b2453	gi|556503834|ref|NC_000913.3|	-	1188	1	2568324	2569511
b2450	gi|556503834|ref|NC_000913.3|	+	810	1	2564523	2565332
b2504	gi|556503834|ref|NC_000913.3|	+	192	1	2629290	2629481
b2505	gi|556503834|ref|NC_000913.3|	+	519	1	2629792	2630310
b2506	gi|556503834|ref|NC_000913.3|	+	540	1	2630326	2630865
b2451	gi|556503834|ref|NC_000913.3|	-	1404	1	2565481	2566884
